Accident year,Casualty sex,Casualty age,Weather condition,Accident month,Killed or seriously injured
2020,Male,20,Fog or mist,December,2
2020,Male,21,Fine no high winds,January,27
2020,Male,21,Fine no high winds,February,15
2020,Male,21,Fine no high winds,March,15
2020,Male,21,Fine no high winds,April,9
2020,Male,21,Fine no high winds,May,24
2020,Male,21,Fine no high winds,June,30
2020,Male,21,Fine no high winds,July,25
2020,Male,21,Fine no high winds,August,31
2020,Male,21,Fine no high winds,September,37
2020,Male,21,Fine no high winds,October,19
2020,Male,21,Fine no high winds,November,24
2020,Male,21,Fine no high winds,December,13
2020,Male,21,Raining no high winds,January,1
2020,Male,21,Raining no high winds,February,4
2020,Male,21,Raining no high winds,March,2
2020,Male,21,Raining no high winds,April,1
2020,Male,21,Raining no high winds,July,6
2020,Male,21,Raining no high winds,August,8
2020,Male,21,Raining no high winds,September,3
2020,Male,21,Raining no high winds,October,6
2020,Male,21,Raining no high winds,November,4
2020,Male,21,Raining no high winds,December,5
2020,Male,21,Snowing no high winds,February,1
2020,Male,21,Fine + high winds,February,3
2020,Male,21,Fine + high winds,March,2
2020,Male,21,Fine + high winds,April,1
2020,Male,21,Fine + high winds,May,1
2020,Male,21,Fine + high winds,August,1
2020,Male,21,Fine + high winds,November,2
2020,Male,21,Fine + high winds,December,2
2020,Male,21,Raining + high winds,January,1
2020,Male,21,Raining + high winds,February,1
2020,Male,21,Raining + high winds,March,1
2020,Male,21,Raining + high winds,June,1
2020,Male,21,Fog or mist,November,2
2020,Male,22,Fine no high winds,January,23
2020,Male,22,Fine no high winds,February,9
2020,Male,22,Fine no high winds,March,21
2020,Male,22,Fine no high winds,April,14
2020,Male,22,Fine no high winds,May,19
2020,Male,22,Fine no high winds,June,18
2020,Male,22,Fine no high winds,July,31
2020,Male,22,Fine no high winds,August,29
2020,Male,22,Fine no high winds,September,30
2020,Male,22,Fine no high winds,October,18
2020,Male,22,Fine no high winds,November,20
2020,Male,22,Fine no high winds,December,16
2020,Male,22,Raining no high winds,January,4
2020,Male,22,Raining no high winds,February,7
2020,Male,22,Raining no high winds,March,3
2020,Male,22,Raining no high winds,April,1
2020,Male,22,Raining no high winds,June,2
2020,Male,22,Raining no high winds,July,2
2020,Male,22,Raining no high winds,August,9
2020,Male,22,Raining no high winds,September,3
2020,Male,22,Raining no high winds,October,12
2020,Male,22,Raining no high winds,November,1
2020,Male,22,Raining no high winds,December,9
2020,Male,22,Snowing no high winds,February,1
2020,Male,22,Fine + high winds,January,1
2020,Male,22,Fine + high winds,February,1
2020,Male,22,Fine + high winds,March,1
2020,Male,22,Fine + high winds,May,2
2020,Male,22,Fine + high winds,August,2
2020,Male,22,Fine + high winds,October,2
2020,Male,22,Raining + high winds,February,2
2020,Male,22,Raining + high winds,August,2
2020,Male,22,Raining + high winds,September,1
2020,Male,22,Raining + high winds,October,1
2020,Male,22,Raining + high winds,December,2
2020,Male,22,Fog or mist,February,1
2020,Male,22,Fog or mist,November,1
2020,Male,23,Fine no high winds,January,21
2020,Male,23,Fine no high winds,February,21
2020,Male,23,Fine no high winds,March,18
2020,Male,23,Fine no high winds,April,19
2020,Male,23,Fine no high winds,May,18
2020,Male,23,Fine no high winds,June,26
2020,Male,23,Fine no high winds,July,21
2020,Male,23,Fine no high winds,August,33
2020,Male,23,Fine no high winds,September,25
2020,Male,23,Fine no high winds,October,20
2020,Male,23,Fine no high winds,November,15
2020,Male,23,Fine no high winds,December,8
2020,Male,23,Raining no high winds,January,2
2020,Male,23,Raining no high winds,February,4
2020,Male,23,Raining no high winds,April,1
2020,Male,23,Raining no high winds,May,1
2020,Male,23,Raining no high winds,June,1
2020,Male,23,Raining no high winds,July,3
2020,Male,23,Raining no high winds,August,3
2020,Male,23,Raining no high winds,September,1
2020,Male,23,Raining no high winds,October,2
2020,Male,23,Raining no high winds,November,3
2020,Male,23,Raining no high winds,December,4
2020,Male,23,Fine + high winds,February,3
2020,Male,23,Fine + high winds,August,1
2020,Male,23,Fine + high winds,September,2
2020,Male,23,Fine + high winds,November,1
2020,Male,23,Raining + high winds,January,1
2020,Male,23,Raining + high winds,February,2
2020,Male,23,Raining + high winds,July,1
2020,Male,23,Raining + high winds,August,1
2020,Male,23,Raining + high winds,November,1
2020,Male,23,Raining + high winds,December,2
2020,Male,23,Fog or mist,July,1
2020,Male,23,Fog or mist,November,2
2020,Male,24,Fine no high winds,January,23
2020,Male,24,Fine no high winds,February,15
2020,Male,24,Fine no high winds,March,12
2020,Male,24,Fine no high winds,April,10
2020,Male,24,Fine no high winds,May,29
2020,Male,24,Fine no high winds,June,15
2020,Male,24,Fine no high winds,July,24
2020,Male,24,Fine no high winds,August,30
2020,Male,24,Fine no high winds,September,30
2020,Male,24,Fine no high winds,October,10
2020,Male,24,Fine no high winds,November,17
2020,Male,24,Fine no high winds,December,21
2020,Male,24,Raining no high winds,January,3
2020,Male,24,Raining no high winds,February,7
2020,Male,24,Raining no high winds,March,3
2020,Male,24,Raining no high winds,April,1
2020,Male,24,Raining no high winds,June,2
2020,Male,24,Raining no high winds,July,5
2020,Male,24,Raining no high winds,August,5
2020,Male,24,Raining no high winds,September,4
2020,Male,24,Raining no high winds,October,10
2020,Male,24,Raining no high winds,November,2
2020,Male,24,Raining no high winds,December,4
2020,Male,24,Fine + high winds,February,4
2020,Male,24,Fine + high winds,June,1
2020,Male,24,Fine + high winds,September,1
2020,Male,24,Fine + high winds,December,1
2020,Male,24,Raining + high winds,January,1
2020,Male,24,Raining + high winds,February,3
2020,Male,24,Raining + high winds,September,1
2020,Male,24,Raining + high winds,November,1
2020,Male,24,Raining + high winds,December,2
2020,Male,24,Fog or mist,February,1
2020,Male,24,Fog or mist,November,3
2020,Male,24,Fog or mist,December,1
2020,Male,25,Fine no high winds,January,22
2020,Male,25,Fine no high winds,February,14
2020,Male,25,Fine no high winds,March,25
2020,Male,25,Fine no high winds,April,19
2020,Male,25,Fine no high winds,May,20
2020,Male,25,Fine no high winds,June,24
2020,Male,25,Fine no high winds,July,28
2020,Male,25,Fine no high winds,August,27
2020,Male,25,Fine no high winds,September,33
2020,Male,25,Fine no high winds,October,16
2020,Male,25,Fine no high winds,November,29
2020,Male,25,Fine no high winds,December,11
2020,Male,25,Raining no high winds,February,7
2020,Male,25,Raining no high winds,March,3
2020,Male,25,Raining no high winds,April,1
2020,Male,25,Raining no high winds,June,2
2020,Male,25,Raining no high winds,July,3
2020,Male,25,Raining no high winds,August,7
2020,Male,25,Raining no high winds,September,3
2020,Male,25,Raining no high winds,October,13
2020,Male,25,Raining no high winds,November,5
2020,Male,25,Raining no high winds,December,2
2020,Male,25,Snowing no high winds,February,1
2020,Male,25,Fine + high winds,March,1
2020,Male,25,Fine + high winds,June,1
2020,Male,25,Fine + high winds,September,1
2020,Male,25,Fine + high winds,November,1
2020,Male,25,Raining + high winds,January,1
2020,Male,25,Raining + high winds,February,2
2020,Male,25,Raining + high winds,November,2
2020,Male,25,Snowing + high winds,February,1
2020,Male,25,Fog or mist,February,1
2020,Male,25,Fog or mist,March,1
2020,Male,25,Fog or mist,August,1
2020,Male,25,Fog or mist,November,3
2020,Male,25,Fog or mist,December,1
2020,Male,26,Fine no high winds,January,27
2020,Male,26,Fine no high winds,February,14
2020,Male,26,Fine no high winds,March,18
2020,Male,26,Fine no high winds,April,18
2020,Male,26,Fine no high winds,May,19
2020,Male,26,Fine no high winds,June,20
2020,Male,26,Fine no high winds,July,27
2020,Male,26,Fine no high winds,August,28
2020,Male,26,Fine no high winds,September,32
2020,Male,26,Fine no high winds,October,21
2020,Male,26,Fine no high winds,November,27
2020,Male,26,Fine no high winds,December,19
2020,Male,26,Raining no high winds,January,1
2020,Male,26,Raining no high winds,February,6
2020,Male,26,Raining no high winds,March,4
2020,Male,26,Raining no high winds,April,2
2020,Male,26,Raining no high winds,June,3
2020,Male,26,Raining no high winds,July,3
2020,Male,26,Raining no high winds,August,5
2020,Male,26,Raining no high winds,September,4
2020,Male,26,Raining no high winds,October,6
2020,Male,26,Raining no high winds,November,6
2020,Male,26,Raining no high winds,December,6
2020,Male,26,Fine + high winds,February,3
2020,Male,26,Fine + high winds,March,3
2020,Male,26,Fine + high winds,August,1
2020,Male,26,Raining + high winds,January,1
2020,Male,26,Raining + high winds,February,4
2020,Male,26,Raining + high winds,May,1
2020,Male,26,Raining + high winds,June,1
2020,Male,26,Raining + high winds,August,1
2020,Male,26,Raining + high winds,September,1
2020,Male,26,Raining + high winds,November,1
2020,Male,26,Raining + high winds,December,1
2020,Male,26,Fog or mist,February,1
2020,Male,26,Fog or mist,November,4
2020,Male,26,Fog or mist,December,1
2020,Male,27,Fine no high winds,January,20
2020,Male,27,Fine no high winds,February,12
2020,Male,27,Fine no high winds,March,19
2020,Male,27,Fine no high winds,April,11
2020,Male,27,Fine no high winds,May,23
2020,Male,27,Fine no high winds,June,18
2020,Male,27,Fine no high winds,July,25
2020,Male,27,Fine no high winds,August,26
2020,Male,27,Fine no high winds,September,30
2020,Male,27,Fine no high winds,October,25
2020,Male,27,Fine no high winds,November,15
2020,Male,27,Fine no high winds,December,23
2020,Male,27,Raining no high winds,February,4
2020,Male,27,Raining no high winds,March,1
2020,Male,27,Raining no high winds,April,2
2020,Male,27,Raining no high winds,June,3
2020,Male,27,Raining no high winds,July,4
2020,Male,27,Raining no high winds,August,4
2020,Male,27,Raining no high winds,September,7
2020,Male,27,Raining no high winds,October,6
2020,Male,27,Raining no high winds,November,3
2020,Male,27,Raining no high winds,December,6
2020,Male,27,Fine + high winds,February,2
2020,Male,27,Fine + high winds,May,2
2020,Male,27,Fine + high winds,June,1
2020,Male,27,Fine + high winds,August,2
2020,Male,27,Raining + high winds,February,4
2020,Male,27,Raining + high winds,April,1
2020,Male,27,Raining + high winds,July,1
2020,Male,27,Raining + high winds,September,1
2020,Male,27,Raining + high winds,October,1
2020,Male,27,Fog or mist,November,1
2020,Male,27,Fog or mist,December,1
2020,Male,28,Fine no high winds,January,17
2020,Male,28,Fine no high winds,February,19
2020,Male,28,Fine no high winds,March,17
2020,Male,28,Fine no high winds,April,18
2020,Male,28,Fine no high winds,May,27
2020,Male,28,Fine no high winds,June,22
2020,Male,28,Fine no high winds,July,23
2020,Male,28,Fine no high winds,August,31
2020,Male,28,Fine no high winds,September,33
2020,Male,28,Fine no high winds,October,18
2020,Male,28,Fine no high winds,November,16
2020,Male,28,Fine no high winds,December,17
2020,Male,28,Raining no high winds,January,4
2020,Male,28,Raining no high winds,May,1
2020,Male,28,Raining no high winds,June,5
2020,Male,28,Raining no high winds,July,4
2020,Male,28,Raining no high winds,August,3
2020,Male,28,Raining no high winds,September,1
2020,Male,28,Raining no high winds,October,10
2020,Male,28,Raining no high winds,November,4
2020,Male,28,Raining no high winds,December,5
2020,Male,28,Fine + high winds,January,2
2020,Male,28,Fine + high winds,February,2
2020,Male,28,Fine + high winds,May,1
2020,Male,28,Fine + high winds,December,1
2020,Male,28,Raining + high winds,August,2
2020,Male,28,Raining + high winds,December,1
2020,Male,28,Snowing + high winds,December,1
2020,Male,28,Fog or mist,January,2
2020,Male,28,Fog or mist,September,1
2020,Male,28,Fog or mist,November,1
2020,Male,29,Fine no high winds,January,14
2020,Male,29,Fine no high winds,February,13
2020,Male,29,Fine no high winds,March,19
2020,Male,29,Fine no high winds,April,11
2020,Male,29,Fine no high winds,May,33
2020,Male,29,Fine no high winds,June,31
2020,Male,29,Fine no high winds,July,28
2020,Male,29,Fine no high winds,August,25
2020,Male,29,Fine no high winds,September,33
2020,Male,29,Fine no high winds,October,22
2020,Male,29,Fine no high winds,November,12
2020,Male,29,Fine no high winds,December,19
2020,Male,29,Raining no high winds,January,1
2020,Male,29,Raining no high winds,February,2
2020,Male,29,Raining no high winds,March,1
2020,Male,29,Raining no high winds,April,1
2020,Male,29,Raining no high winds,June,1
2020,Male,29,Raining no high winds,July,3
2020,Male,29,Raining no high winds,August,4
2020,Male,29,Raining no high winds,September,1
2020,Male,29,Raining no high winds,October,12
2020,Male,29,Raining no high winds,November,5
2020,Male,29,Raining no high winds,December,4
2020,Male,29,Snowing no high winds,December,1
2020,Male,29,Fine + high winds,February,2
2020,Male,29,Fine + high winds,May,2
2020,Male,29,Fine + high winds,June,1
2020,Male,29,Raining + high winds,February,4
2020,Male,29,Raining + high winds,July,1
2020,Male,29,Raining + high winds,October,1
2020,Male,29,Raining + high winds,November,1
2020,Male,29,Fog or mist,January,1
2020,Male,29,Fog or mist,June,1
2020,Male,29,Fog or mist,November,1
2020,Male,29,Fog or mist,December,3
2020,Male,30,Fine no high winds,January,31
2020,Male,30,Fine no high winds,February,13
2020,Male,30,Fine no high winds,March,24
2020,Male,30,Fine no high winds,April,16
2020,Male,30,Fine no high winds,May,29
2020,Male,30,Fine no high winds,June,32
2020,Male,30,Fine no high winds,July,29
2020,Male,30,Fine no high winds,August,31
2020,Male,30,Fine no high winds,September,28
2020,Male,30,Fine no high winds,October,19
2020,Male,30,Fine no high winds,November,18
2020,Male,30,Fine no high winds,December,18
2020,Male,30,Raining no high winds,January,4
2020,Male,30,Raining no high winds,February,3
2020,Male,30,Raining no high winds,March,1
2020,Male,30,Raining no high winds,June,3
2020,Male,30,Raining no high winds,July,2
2020,Male,30,Raining no high winds,August,3
2020,Male,30,Raining no high winds,September,4
2020,Male,30,Raining no high winds,October,10
2020,Male,30,Raining no high winds,November,2
2020,Male,30,Raining no high winds,December,8
2020,Male,30,Fine + high winds,January,1
2020,Male,30,Fine + high winds,February,1
2020,Male,30,Fine + high winds,August,1
2020,Male,30,Fine + high winds,October,1
2020,Male,30,Fine + high winds,December,1
2020,Male,30,Raining + high winds,January,2
2020,Male,30,Raining + high winds,February,3
2020,Male,30,Raining + high winds,March,1
2020,Male,30,Raining + high winds,July,1
2020,Male,30,Raining + high winds,November,2
2020,Male,30,Fog or mist,November,2
2020,Male,31,Fine no high winds,January,17
2020,Male,31,Fine no high winds,February,17
2020,Male,31,Fine no high winds,March,9
2020,Male,31,Fine no high winds,April,18
2020,Male,31,Fine no high winds,May,22
2020,Male,31,Fine no high winds,June,26
2020,Male,31,Fine no high winds,July,37
2020,Male,31,Fine no high winds,August,20
2020,Male,31,Fine no high winds,September,24
2020,Male,31,Fine no high winds,October,14
2020,Male,31,Fine no high winds,November,18
2020,Male,31,Fine no high winds,December,13
2020,Male,31,Raining no high winds,January,4
2020,Male,31,Raining no high winds,February,7
2020,Male,31,Raining no high winds,March,6
2020,Male,31,Raining no high winds,May,1
2020,Male,31,Raining no high winds,June,1
2020,Male,31,Raining no high winds,July,6
2020,Male,31,Raining no high winds,August,6
2020,Male,31,Raining no high winds,September,3
2020,Male,31,Raining no high winds,October,4
2020,Male,31,Raining no high winds,November,4
2020,Male,31,Raining no high winds,December,5
2020,Male,31,Snowing no high winds,December,1
2020,Male,31,Fine + high winds,February,1
2020,Male,31,Raining + high winds,January,3
2020,Male,31,Raining + high winds,February,2
2020,Male,31,Raining + high winds,May,1
2020,Male,31,Raining + high winds,June,1
2020,Male,31,Raining + high winds,October,1
2020,Male,31,Raining + high winds,December,2
2020,Male,31,Snowing + high winds,February,1
2020,Male,31,Fog or mist,November,2
2020,Male,31,Fog or mist,December,1
2020,Male,32,Fine no high winds,January,17
2020,Male,32,Fine no high winds,February,11
2020,Male,32,Fine no high winds,March,11
2020,Male,32,Fine no high winds,April,6
2020,Male,32,Fine no high winds,May,25
2020,Male,32,Fine no high winds,June,18
2020,Male,32,Fine no high winds,July,17
2020,Male,32,Fine no high winds,August,26
2020,Male,32,Fine no high winds,September,31
2020,Male,32,Fine no high winds,October,16
2020,Male,32,Fine no high winds,November,22
2020,Male,32,Fine no high winds,December,20
2020,Male,32,Raining no high winds,January,2
2020,Male,32,Raining no high winds,February,2
2020,Male,32,Raining no high winds,March,3
2020,Male,32,Raining no high winds,April,3
2020,Male,32,Raining no high winds,June,3
2020,Male,32,Raining no high winds,July,1
2020,Male,32,Raining no high winds,August,3
2020,Male,32,Raining no high winds,September,2
2020,Male,32,Raining no high winds,October,6
2020,Male,32,Raining no high winds,November,4
2020,Male,32,Raining no high winds,December,1
2020,Male,32,Snowing no high winds,December,1
2020,Male,32,Fine + high winds,January,1
2020,Male,32,Fine + high winds,February,1
2020,Male,32,Fine + high winds,March,1
2020,Male,32,Fine + high winds,May,1
2020,Male,32,Fine + high winds,July,1
2020,Male,32,Fine + high winds,August,1
2020,Male,32,Fine + high winds,November,1
2020,Male,32,Fine + high winds,December,2
2020,Male,32,Raining + high winds,February,3
2020,Male,32,Raining + high winds,June,1
2020,Male,32,Raining + high winds,July,1
2020,Male,32,Raining + high winds,October,1
2020,Male,32,Raining + high winds,November,1
2020,Male,32,Raining + high winds,December,1
2020,Male,32,Fog or mist,February,1
2020,Male,32,Fog or mist,November,2
2020,Male,33,Fine no high winds,January,12
2020,Male,33,Fine no high winds,February,12
2020,Male,33,Fine no high winds,March,17
2020,Male,33,Fine no high winds,April,12
2020,Male,33,Fine no high winds,May,27
2020,Male,33,Fine no high winds,June,28
2020,Male,33,Fine no high winds,July,25
2020,Male,33,Fine no high winds,August,27
2020,Male,33,Fine no high winds,September,25
2020,Male,33,Fine no high winds,October,12
2020,Male,33,Fine no high winds,November,12
2020,Male,33,Fine no high winds,December,16
2020,Male,33,Raining no high winds,January,1
2020,Male,33,Raining no high winds,February,5
2020,Male,33,Raining no high winds,April,1
2020,Male,33,Raining no high winds,May,1
2020,Male,33,Raining no high winds,June,1
2020,Male,33,Raining no high winds,July,6
2020,Male,33,Raining no high winds,August,3
2020,Male,33,Raining no high winds,September,3
2020,Male,33,Raining no high winds,October,8
2020,Male,33,Raining no high winds,November,1
2020,Male,33,Raining no high winds,December,3
2020,Male,33,Snowing no high winds,February,2
2020,Male,33,Snowing no high winds,November,1
2020,Male,33,Fine + high winds,February,3
2020,Male,33,Fine + high winds,September,1
2020,Male,33,Fine + high winds,December,1
2020,Male,33,Raining + high winds,January,1
2020,Male,33,Raining + high winds,February,2
2020,Male,33,Raining + high winds,October,1
2020,Male,33,Raining + high winds,November,1
2020,Male,33,Fog or mist,January,1
2020,Male,33,Fog or mist,December,1
2020,Male,34,Fine no high winds,January,18
2020,Male,34,Fine no high winds,February,5
2020,Male,34,Fine no high winds,March,18
2020,Male,34,Fine no high winds,April,6
2020,Male,34,Fine no high winds,May,19
2020,Male,34,Fine no high winds,June,17
2020,Male,34,Fine no high winds,July,27
2020,Male,34,Fine no high winds,August,31
2020,Male,34,Fine no high winds,September,20
2020,Male,34,Fine no high winds,October,12
2020,Male,34,Fine no high winds,November,16
2020,Male,34,Fine no high winds,December,14
2020,Male,34,Raining no high winds,January,5
2020,Male,34,Raining no high winds,February,1
2020,Male,34,Raining no high winds,June,3
2020,Male,34,Raining no high winds,July,4
2020,Male,34,Raining no high winds,August,6
2020,Male,34,Raining no high winds,September,2
2020,Male,34,Raining no high winds,October,4
2020,Male,34,Raining no high winds,November,4
2020,Male,34,Raining no high winds,December,5
2020,Male,34,Snowing no high winds,February,1
2020,Male,34,Fine + high winds,February,1
2020,Male,34,Fine + high winds,July,1
2020,Male,34,Fine + high winds,November,1
2020,Male,34,Raining + high winds,January,3
2020,Male,34,Raining + high winds,February,1
2020,Male,34,Raining + high winds,December,1
2020,Male,34,Fog or mist,November,1
2020,Male,35,Fine no high winds,January,16
2020,Male,35,Fine no high winds,February,11
2020,Male,35,Fine no high winds,March,9
2020,Male,35,Fine no high winds,April,15
2020,Male,35,Fine no high winds,May,27
2020,Male,35,Fine no high winds,June,21
2020,Male,35,Fine no high winds,July,30
2020,Male,35,Fine no high winds,August,26
2020,Male,35,Fine no high winds,September,27
2020,Male,35,Fine no high winds,October,18
2020,Male,35,Fine no high winds,November,11
2020,Male,35,Fine no high winds,December,21
2020,Male,35,Raining no high winds,January,1
2020,Male,35,Raining no high winds,February,3
2020,Male,35,Raining no high winds,March,1
2020,Male,35,Raining no high winds,June,1
2020,Male,35,Raining no high winds,August,1
2020,Male,35,Raining no high winds,October,4
2020,Male,35,Raining no high winds,November,2
2020,Male,35,Raining no high winds,December,4
2020,Male,35,Snowing no high winds,December,1
2020,Male,35,Fine + high winds,January,1
2020,Male,35,Fine + high winds,May,1
2020,Male,35,Raining + high winds,August,1
2020,Male,35,Raining + high winds,October,1
2020,Male,35,Raining + high winds,November,1
2020,Male,35,Fog or mist,November,1
2020,Male,35,Fog or mist,December,1
2020,Male,36,Fine no high winds,January,19
2020,Male,36,Fine no high winds,February,16
2020,Male,36,Fine no high winds,March,10
2020,Male,36,Fine no high winds,April,19
2020,Male,36,Fine no high winds,May,19
2020,Male,36,Fine no high winds,June,21
2020,Male,36,Fine no high winds,July,15
2020,Male,36,Fine no high winds,August,22
2020,Male,36,Fine no high winds,September,22
2020,Male,36,Fine no high winds,October,16
2020,Male,36,Fine no high winds,November,19
2020,Male,36,Fine no high winds,December,9
2020,Male,36,Raining no high winds,January,4
2020,Male,36,Raining no high winds,February,2
2020,Male,36,Raining no high winds,March,1
2020,Male,36,Raining no high winds,April,1
2020,Male,36,Raining no high winds,June,2
2020,Male,36,Raining no high winds,July,2
2020,Male,36,Raining no high winds,August,3
2020,Male,36,Raining no high winds,October,4
2020,Male,36,Raining no high winds,November,4
2020,Male,36,Raining no high winds,December,3
2020,Male,36,Snowing no high winds,December,1
2020,Male,36,Fine + high winds,February,2
2020,Male,36,Fine + high winds,May,2
2020,Male,36,Fine + high winds,August,1
2020,Male,36,Fine + high winds,November,3
2020,Male,36,Raining + high winds,February,1
2020,Male,36,Raining + high winds,March,2
2020,Male,36,Raining + high winds,October,1
2020,Male,36,Raining + high winds,November,1
2020,Male,36,Raining + high winds,December,1
2020,Male,36,Fog or mist,November,1
2020,Male,36,Fog or mist,December,1
2020,Male,37,Fine no high winds,January,21
2020,Male,37,Fine no high winds,February,13
2020,Male,37,Fine no high winds,March,18
2020,Male,37,Fine no high winds,April,7
2020,Male,37,Fine no high winds,May,12
2020,Male,37,Fine no high winds,June,22
2020,Male,37,Fine no high winds,July,17
2020,Male,37,Fine no high winds,August,20
2020,Male,37,Fine no high winds,September,16
2020,Male,37,Fine no high winds,October,13
2020,Male,37,Fine no high winds,November,15
2020,Male,37,Fine no high winds,December,9
2020,Male,37,Raining no high winds,January,2
2020,Male,37,Raining no high winds,February,2
2020,Male,37,Raining no high winds,March,1
2020,Male,37,Raining no high winds,June,1
2020,Male,37,Raining no high winds,July,4
2020,Male,37,Raining no high winds,August,3
2020,Male,37,Raining no high winds,September,1
2020,Male,37,Raining no high winds,October,5
2020,Male,37,Raining no high winds,November,3
2020,Male,37,Raining no high winds,December,6
2020,Male,37,Snowing no high winds,January,1
2020,Male,37,Fine + high winds,February,1
2020,Male,37,Fine + high winds,May,1
2020,Male,37,Fine + high winds,July,1
2020,Male,37,Fine + high winds,October,1
2020,Male,37,Fine + high winds,December,2
2020,Male,37,Raining + high winds,February,2
2020,Male,37,Raining + high winds,July,1
2020,Male,37,Raining + high winds,December,1
2020,Male,37,Snowing + high winds,April,1
2020,Male,37,Fog or mist,December,1
2020,Male,38,Fine no high winds,January,29
2020,Male,38,Fine no high winds,February,6
2020,Male,38,Fine no high winds,March,18
2020,Male,38,Fine no high winds,April,13
2020,Male,38,Fine no high winds,May,10
2020,Male,38,Fine no high winds,June,16
2020,Male,38,Fine no high winds,July,30
2020,Male,38,Fine no high winds,August,19
2020,Male,38,Fine no high winds,September,20
2020,Male,38,Fine no high winds,October,29
2020,Male,38,Fine no high winds,November,15
2020,Male,38,Fine no high winds,December,17
2020,Male,38,Raining no high winds,January,2
2020,Male,38,Raining no high winds,February,2
2020,Male,38,Raining no high winds,March,1
2020,Male,38,Raining no high winds,June,2
2020,Male,38,Raining no high winds,July,3
2020,Male,38,Raining no high winds,August,1
2020,Male,38,Raining no high winds,September,4
2020,Male,38,Raining no high winds,October,2
2020,Male,38,Raining no high winds,November,5
2020,Male,38,Raining no high winds,December,2
2020,Male,38,Fine + high winds,February,3
2020,Male,38,Fine + high winds,June,1
2020,Male,38,Fine + high winds,September,1
2020,Male,38,Raining + high winds,February,3
2020,Male,38,Raining + high winds,October,1
2020,Male,38,Raining + high winds,November,2
2020,Male,39,Fine no high winds,January,13
2020,Male,39,Fine no high winds,February,12
2020,Male,39,Fine no high winds,March,16
2020,Male,39,Fine no high winds,April,14
2020,Male,39,Fine no high winds,May,19
2020,Male,39,Fine no high winds,June,18
2020,Male,39,Fine no high winds,July,20
2020,Male,39,Fine no high winds,August,22
2020,Male,39,Fine no high winds,September,19
2020,Male,39,Fine no high winds,October,9
2020,Male,39,Fine no high winds,November,19
2020,Male,39,Fine no high winds,December,9
2020,Male,39,Raining no high winds,January,2
2020,Male,39,Raining no high winds,February,4
2020,Male,39,Raining no high winds,March,2
2020,Male,39,Raining no high winds,June,1
2020,Male,39,Raining no high winds,July,6
2020,Male,39,Raining no high winds,August,1
2020,Male,39,Raining no high winds,September,2
2020,Male,39,Raining no high winds,October,3
2020,Male,39,Raining no high winds,November,1
2020,Male,39,Raining no high winds,December,2
2020,Male,39,Snowing no high winds,January,1
2020,Male,39,Fine + high winds,February,1
2020,Male,39,Fine + high winds,April,1
2020,Male,39,Fine + high winds,December,1
2020,Male,39,Raining + high winds,January,1
2020,Male,39,Raining + high winds,February,2
2020,Male,39,Raining + high winds,September,1
2020,Male,39,Raining + high winds,October,1
2020,Male,39,Snowing + high winds,February,1
2020,Male,40,Fine no high winds,January,15
2020,Male,40,Fine no high winds,February,13
2020,Male,40,Fine no high winds,March,10
2020,Male,40,Fine no high winds,April,9
2020,Male,40,Fine no high winds,May,24
2020,Male,40,Fine no high winds,June,18
2020,Male,40,Fine no high winds,July,17
2020,Male,40,Fine no high winds,August,23
2020,Male,40,Fine no high winds,September,28
2020,Male,40,Fine no high winds,October,10
2020,Male,40,Fine no high winds,November,15
2020,Male,40,Fine no high winds,December,17
2020,Male,40,Raining no high winds,January,4
2020,Male,40,Raining no high winds,February,2
2020,Male,40,Raining no high winds,March,3
2020,Male,40,Raining no high winds,April,1
2020,Male,40,Raining no high winds,May,1
2020,Male,40,Raining no high winds,June,2
2020,Male,40,Raining no high winds,July,1
2020,Male,40,Raining no high winds,August,4
2020,Male,40,Raining no high winds,September,1
2020,Male,40,Raining no high winds,October,8
2020,Male,40,Raining no high winds,November,8
2020,Male,40,Raining no high winds,December,4
2020,Male,40,Fine + high winds,January,2
2020,Male,40,Fine + high winds,February,4
2020,Male,40,Fine + high winds,May,1
2020,Male,40,Fine + high winds,August,1
2020,Male,40,Fine + high winds,September,1
2020,Male,40,Raining + high winds,February,3
2020,Male,40,Raining + high winds,July,1
2020,Male,40,Raining + high winds,December,1
2020,Male,40,Fog or mist,January,1
2020,Male,40,Fog or mist,November,1
2020,Male,40,Fog or mist,December,1
2020,Male,41,Fine no high winds,January,18
2020,Male,41,Fine no high winds,February,8
2020,Male,41,Fine no high winds,March,16
2020,Male,41,Fine no high winds,April,10
2020,Male,41,Fine no high winds,May,13
2020,Male,41,Fine no high winds,June,15
2020,Male,41,Fine no high winds,July,14
2020,Male,41,Fine no high winds,August,21
2020,Male,41,Fine no high winds,September,15
2020,Male,41,Fine no high winds,October,11
2020,Male,41,Fine no high winds,November,17
2020,Male,41,Fine no high winds,December,16
2020,Male,41,Raining no high winds,January,3
2020,Male,41,Raining no high winds,February,2
2020,Male,41,Raining no high winds,March,3
2020,Male,41,Raining no high winds,April,1
2020,Male,41,Raining no high winds,July,4
2020,Male,41,Raining no high winds,August,1
2020,Male,41,Raining no high winds,October,2
2020,Male,41,Raining no high winds,November,3
2020,Male,41,Raining no high winds,December,1
2020,Male,41,Fine + high winds,May,1
2020,Male,41,Raining + high winds,February,1
2020,Male,41,Raining + high winds,July,1
2020,Male,41,Raining + high winds,October,1
